Ah, s?, claro;||;Oh yeah, sure
Ah, lo siento;||;Ah, sorry
Lo mismo digo;||;Same here
Te lo digo;||;I'm telling you
Eso digo yo;||;That's what I say
Somos una familia;||;We are a family
Te debo una;||;I owe you one
A un lado;||;To one side
No lo hice;||;I didn't
Yo lo hice;||;I did
Ya lo hice;||;I already did
S?, lo hice;||;Yes, I did
Y lo hice;||;And I did
Eso es genial;||;That's great
Esto es genial;||;This is great
Eso ser?a genial;||;That would be great
S?, es genial;||;Yes, it's great
De acuerdo, adi?s | Est? bien, adi?s | Muy bien, adi?s;||;All right, bye
Adi?s a todos;||;Goodbye everyone
S?, por supuesto;||;Yes, of course
Oh, por supuesto;||;Oh, of course
Gracias, muchas gracias;||;Thank you, thank you very much
Muchas gracias, se?or;||;Thank you very much sir
S?, muchas gracias;||;Yes, thank you very much
Bueno, muchas gracias;||;Well, thank you very much
Tengo que volver;||;I have to go back
Voy en camino | Estoy en camino;||;I'm on my way
Estamos en camino | Vamos en camino;||;We are on our way
Lo siento, se?ora;||;Sorry, ma'am
Muy bien, se?ora;||;All right, ma'am
Te estoy hablando;||;I'm talking to you
Pues yo s?;||;Well, I do
No tan r?pido;||;Not so fast
Eso fue r?pido;||;That was quick
Supongo que s?;||;I guess so
Ya me iba;||;I was leaving
Est? ah? dentro;||;He is in there
Te ves bien;||;You look good
Te ves genial;||;You look great
No lo entiendo;||;I don't understand
S?, lo entiendo;||;Yes, I understand
Ahora lo entiendo;||;Now I understand
Ya lo entiendo;||;I get it
Espero que no;||;I hope not
Espero que s?;||;I hope so
Lo siento, t?o;||;Sorry, man
Feliz A?o Nuevo;||;Happy New Year
Estoy tan feliz;||;I am so happy
Gracias por venir;||;Thanks for coming
En realidad no;||;Not really
En realidad, s?;||;Actually, yes
Yo lo vi;||;I saw it
S?, lo vi;||;Yes, I saw it
T? lo dijiste;||;You said so
Es muy importante;||;It is very important
No es importante;||;Not important
Esto es importante;||;This is important
Eso es importante;||;That is important
Lo siento, jefe;||;Sorry, boss
Justo a tiempo;||;Just in time
No lo har?;||;I won't
Yo lo har? | Lo har? yo | As? lo har?;||;I will
S?, lo har?;||;Yes, I will
Buenos d?as, se?or;||;Good morning, sir
Buenos d?as, se?ora;||;Good morning, ma'am
Buenos d?as, cari?o;||;Good morning, darling
Viene hacia aqu?;||;It's coming this way
Estamos a mano;||;We are at hand
Adelante, por favor;||;Go ahead, please
Lo siento, viejo;||;Sorry, old man
De ninguna manera;||;No way
A ninguna parte;||;Nowhere
Cuidado con eso;||;Watch out for that
Buenas noches, se?or;||;Good evening, sir
Buenas noches, cari?o;||;Good evening, darling
Buenas noches, pap?;||;Good evening, Dad
Buenas noches, se?ora;||;Good evening, ma'am
Buenas noches, mam?;||;Good evening, Mom
Buenas noches, hijo;||;Good evening, son
Bueno, buenas noches | Bien, buenas noches;||;Well, good night
Venga por aqu?;||;Come this way
Venga, por favor;||;Come on, please
D?jame ver eso;||;Let me see that
Ya es suficiente;||;Enough is enough
Eso es suficiente;||;That is enough
No lo suficiente;||;Not enough
Ya fue suficiente;||;Enough was enough
Somos un equipo;||;We are a team
Es muy grande;||;It is very big
El que sigue;||;The one that follows
Voy para all?;||;I'm going there
Vamos para all?;||;Let's go there
No lo hago;||;I don't
Yo lo hago;||;I do
Siempre lo hago;||;I always do
No lo hiciste;||;You didn't
Es lo que es | Es lo que hay;||;It is what it is
Lo se, lo se | Ya s?, ya s?;||;I know, I know
S? que lo es;||;Yes it is
S?, s?, est? bien;||;Yes, yes, that's fine
Eso es, eso es | Ya est?, ya est?;||;That's it, that's it
S?, eso est? bien;||;Yes, that's good
Es por tu bien;||;It's for your good
Por eso est? aqu?;||;That is why he is here
Es m?s que eso;||;It's more than that
Y eso es todo;||;And that's it
S?, eso es todo;||;Yes, that's it
S?, todo est? bien;||;Yes, everything is fine
Pero eso es todo;||;But that's it
Bien, eso es todo;||;Well, that's it
Estoy bien, estoy bien;||;I'm fine, I'm fine
Para eso estoy aqu?;||;That's what I'm here for
S?, s?, estoy bien;||;Yes, yes, I'm fine
Muy bien, muy bien;||;Very good, very good
Eso est? muy bien | Eso es muy bueno;||;That's very good
S?, est? muy bien;||;Yes, that's very good
Esto est? muy bien | Esto es muy bueno;||;This is very good
Todo est? bien ahora;||;Everything is fine now
Muy bien, aqu? vamos;||;All right, here we go
As? que es eso;||;So that's it
As? es como es;||;That's how it is
S?, as? est? bien;||;Yes, that's fine
Bueno, eso es todo;||;Well that's it
Bueno, eso est? bien;||;Well that's fine
Lo tengo, lo tengo;||;Got it, got it
La tengo, la tengo;||;I have it, I have it
S?, ya lo s?;||;Yes, I know
Eso ya lo s?;||;I already know that
S? lo que es;||;I know what it is
Yo no lo s?;||;I don't know
S?, s?, lo s?;||;Yes, yes, I know
Lo s? muy bien;||;I know very well
S? que est? aqu?;||;I know it's here
S? que lo es;||;I know it is
S? que est?s aqu?;||;I know you are here
Y yo qu? s?;||;And what do I know?
Tiene que ser ?l;||;It has to be him
Tiene que ser as?;||;It has to be like this
Es lo que quiero;||;It's what I want
No puedo hacer eso;||;I can't do that
No puedo hacer esto;||;I can't do this
Tengo que hacer algo;||;I have to do something
Hay que hacer algo;||;Something has to be done
Vamos a hacer esto;||;Let's do this
Tengo algo que hacer;||;I have something to do
Que vamos a hacer?;||;What are we going to do?
Tengo que hacer esto;||;I have to do this
Y eso fue todo;||;And that was it
Gracias por hacer esto;||;Thank you for doing this
Eso es todo, gracias;||;That's it, thank you
De vez en cuando;||;From time to time
S?lo t? y yo;||;Just you and me
Los quiero a todos;||;I love you all
No tienes por qu?;||;You don't have to
Tienes que hacer algo;||;You have to do something
S?, creo que s?;||;Yes, I think so
Yo creo que s?;||;I think so
Yo creo que no;||;I think not
Yo no lo creo;||;I don't think so
Creo que lo tengo;||;I think I have it
S?, ya lo creo;||;Yes, I do
Creo que lo s?;||;I think I know
Creo que tengo algo;||;I think I have something
Creo que ya est?;||;I think that's it
Creo que es ?l;||;I think it's him
Ya sabes c?mo es;||;You know how it is
Ya sabes qu? hacer;||;You know what to do
Eso no lo sabes;||;You don't know that
Lo sabes muy bien;||;You know that very well
Creo que lo sabes;||;I think you know
Sabes que te quiero;||;You know I love you
Y t? lo sabes;||;And you know it
Ahora ya lo sabes;||;Now you know
T? sabes por qu?;||;You know why
S? que lo sabes;||;I know you know
T? no lo sabes;||;You don't know
Me voy de aqu?;||;I'm leaving here
Lo voy a hacer;||;I'm going to do it
S? que lo eres;||;Yes you are
No puede hacer eso | No puedes hacer eso;||;You can't do that
Esto no puede ser;||;This cannot be
Eso no puede ser;||;That cannot be
No puede hacer esto | No puedes hacer esto;||;You can't do this
S?, ese soy yo;||;Yes, that's me
Esto es para usted | Esto es para ti;||;This is for you
Tengo algo para usted | Tengo algo para ti;||;I have something for you
Me voy a casa;||;I'm going home
Esta es mi casa;||;This is my house
Est?s en tu casa;||;You are at home
Esta es tu casa;||;This is your house
Vamos a mi casa;||;Let's go to my house
De verdad que s?;||;I really do
De verdad que no | La verdad que no;||;Not really
Pero es la verdad;||;But it is the truth
Estoy bien, de verdad;||;I'm fine, really
Yo s? qui?n eres;||;I know who you are
Ya s? qui?n es;||;I know who she is
Es ahora o nunca;||;It's now or never
Gracias por su tiempo;||;Thank you for your time
Todo a su tiempo;||;Everything in good time
Gracias por tu tiempo;||;Thanks for your time
Esa es la verdad;||;That is the truth
Por aqu?, por favor;||;This way, please
Por favor, por favor;||;Please, please
Me siento muy bien;||;I feel very good
Lo siento por eso;||;Sorry about that
No por mucho tiempo;||;Not for long
Tengo mucho que hacer;||;I have a lot to do
Hay mucho que hacer;||;There is a lot to do
Eso es mucho tiempo;||;That's a long time
Por m? est? bien;||;It's fine by me
Me siento mucho mejor;||;I feel much better
Ya me siento mejor;||;I feel better already
As? est? mucho mejor;||;It is much better that way
No hay nada mejor;||;There is nothing better
Fue hace mucho tiempo;||;It was a long time ago
Eso fue hace mucho;||;That was a long time ago
Tengo algo que decir;||;I have something to say
No lo puedo decir;||;I cannot say
No puedo decir nada;||;I can't say anything
Yo tambi?n te quiero;||;I love you too
Yo tambi?n lo creo;||;I think so too
Oh, gracias a Dios;||;Oh thank goodness
Tenemos que hacer algo;||;We have to do something
Tenemos mucho que hacer;||;We have a lot to do
Y yo a ti;||;And I to you
Te quiero a ti;||;I love you
Eso es para ti;||;That's for you
Te tengo a ti;||;I have you
No puedes hacer nada;||;You can't do anything
De hombre a hombre;||;From man to man
Tienes que ver esto;||;You have to see this
Tiene que ver esto;||;It has to do with this
Bueno, vamos a ver;||;Well, let's see
As? es la vida;||;That's life
Esta es mi vida;||;This is my life
Tengo cosas que hacer;||;I have things to do
As? son las cosas;||;That's the way it is
Tenemos cosas que hacer;||;We have things to do
As? est?n las cosas;||;This is how things are
S? que est?s ah?;||;I know you're there
Me tengo que ir;||;I have to go
Nos tenemos que ir;||;We have to go
Quiero ir a casa;||;I want to go home
Me voy a ir;||;I'm going to go
Te tienes que ir;||;You have to go
No te puedes ir;||;You can't go
Siento lo de antes;||;Sorry about before
Va a estar bien;||;It will be fine
Voy a estar bien;||;I'll be fine
Vamos a estar bien;||;We will be fine
No puedes estar aqu?;||;You can't be here
Tiene que estar aqu?;||;It has to be here
Ya lo he hecho;||;I already have
Lo hecho, hecho est?;||;What's done is done
Ya lo has hecho;||;You already have
Ya lo ha hecho;||;It already has
Eso es un hecho;||;That is a fact
Lo has hecho bien;||;You have done well
Nunca lo he hecho;||;I never have
S?, lo he hecho;||;Yes, I have
Para eso estamos aqu?;||;That is what we are here for
Soy yo otra vez;||;It's me again
Ah? est? otra vez;||;There it is again
Me acuerdo de ti;||;I remember you
Tengo trabajo que hacer;||;I have work to do
Tenemos trabajo que hacer;||;We have work to do
Ese es mi trabajo;||;That's my job
Este es mi trabajo;||;This is my job
Ese es tu trabajo;||;That is your job
Ese es su trabajo;||;That is their job
Tienes trabajo que hacer;||;You have work to do
Me parece que no;||;I don't think so
Me parece que s?;||;I think so
Mira qui?n est? aqu?;||;Look who's here
Mira lo que tengo;||;Look what I have
Yo soy tu padre;||;I am your father
Es de mi padre;||;It belongs to my father
Ese es mi padre;||;That is my father
S?, lo que sea;||;Yeah, whatever
Sea lo que sea;||;Whatever it is
O lo que sea;||;Or whatever
Lo mismo de siempre;||;Same old thing
Lo mismo que t?;||;The same as you
Yo siento lo mismo;||;I feel the same
Siempre es lo mismo;||;It's always the same
Soy uno de ellos;||;I am one of them
Quiero hablar con ?l;||;I want to talk to him
No puedo hablar ahora;||;I can't speak now
Quiero hablar con usted;||;I want to talk to you
Ahora no puedo hablar;||;Now I can't speak
Quiero hablar con ella;||;I want to talk to her
Quiere hablar con usted;||;He wants to talk to you
Vas a estar bien;||;You'll be fine
Qu? vas a hacer?;||;What are you going to do?
O tal vez no;||;Or maybe not
Fuera de mi casa;||;Outside my house
A ver qu? pasa;||;Let's see what happens
Pasa todo el tiempo;||;It happens all the time
Eso es mucho dinero;||;That's a lot of money
Aqu? est? el dinero;||;Here's the money
Como todo el mundo;||;Like everyone else
S?, claro que s?;||;Yes, of course I do
Claro que lo es | Desde luego que s?;||;Of course it is
Claro que lo s?;||;Of course I know
Claro que lo estoy | Claro que lo soy;||;Of course I am
Claro que lo eres;||;Of course you are
Claro que lo sabes;||;Of course you know
Un momento, por favor;||;One moment, please
Un momento, un momento;||;One moment, one moment
No en este momento;||;Not at this time
Ahora es el momento;||;Now is the time
No por el momento;||;Not at the moment
Ma?ana por la ma?ana;||;Tomorrow morning
Ma?ana por la noche;||;Tomorrow night
Ten?a que hacer algo;||;He had to do something
Era de mi madre;||;It belonged to my mother
Lo est?s haciendo bien;||;You're doing fine
Qu? est?s haciendo aqu??;||;What are you doing here?
Este es el lugar;||;This is the place
Estoy seguro que s?;||;I'm sure it does
Estoy seguro de eso;||;I'm sure of that
De eso estoy seguro;||;Of that I am sure
S?, seguro que s?;||;Yes, I sure do
Claro que estoy seguro;||;Of course I am sure
Nadie sabe d?nde est?;||;No one knows where he is
Aqu? vamos de nuevo;||;Here we go again
Y una cosa m?s;||;And one more thing
Eso es otra cosa;||;That is something else
Hay una cosa m?s;||;There is one more thing
Esa es la cosa;||;That's the thing
S?lo una cosa m?s;||;Just one more thing
Siempre ha sido as?;||;It has always been like this
Siempre lo ha sido;||;It always has been
Siempre lo has sido;||;You always have been
Ese es mi hijo;||;That is my son
Quiero a mi hijo;||;I want my son
Nunca he estado all?;||;I've never been there
Ese tipo de cosas;||;That kind of thing
Mira a este tipo;||;Look at this guy
Al menos por ahora;||;At least for now
Eres mi mejor amigo;||;You are my best friend
Es mi mejor amigo;||;He's my best friend
No lo s?, amigo;||;I don't know, friend
Es un gran d?a;||;It's a great day
Desde luego que no;||;Of course not
Quiero a mi mam?;||;I love my mom
Si usted lo dice;||;If you say so
A la de tres;||;To three
Uno, dos y tres;||;One, two and three
Es todo por hoy;||;That's all for today
Hoy es el d?a;||;Today is the day
Necesito hablar con ?l;||;I need to talk to him
Necesito hablar con usted;||;I need to speak to you
Necesito hablar con ella;||;I need to talk to her
Necesito hablar con alguien;||;I need to speak to someone
Ya te lo dije | Ya se lo dije;||;I already told you
Yo no dije eso | No he dicho eso;||;I didn't say that
Yo no dije nada | No he dicho nada;||;I didn't say anything
No se lo dije;||;I didn't tell him
Es lo que dije;||;Is what I said
Yo nunca dije eso;||;I never said that
A m? me gusta;||;I like it
Me gusta estar aqu?;||;I like being here
Me gusta este lugar;||;I like this place
Tiene que haber algo;||;There must be something
Es parte del trabajo;||;It's part of the job
S?lo ser? un momento;||;It will only take a moment
Ma?ana ser? otro d?a;||;Tomorrow will be another day
Es un buen hombre;||;He's a good man
Es un buen tipo;||;He's a good guy
Eres un buen hombre;||;You are a good man
Era un buen hombre;||;He was a good man
Eres un buen amigo;||;You are a good friend
Es un buen trabajo;||;It's a good job
Eres un buen tipo;||;You're a good guy
Ese es mi nombre;||;That is my name
Oye, espera un momento;||;Hey, wait a minute
Esta es nuestra casa;||;This is our house
Dios m?o, Dios m?o;||;My God, my God
Esto no es m?o;||;This is not mine
Cada uno de ellos;||;Each of them
No tienes que hacerlo | No tiene que hacerlo;||;You don't have to
Alguien tiene que hacerlo;||;Someone has to do it
S? que puedes hacerlo;||;I know you can do it
No tengo que hacerlo;||;I don't have to
No la he visto;||;I haven't seen her
Nunca lo hab?a visto | Nunca lo he visto;||;I've never seen it
Lo he visto antes;||;I've seen it before
Ya lo he visto;||;I've already seen it
No he visto nada;||;I haven't seen anything
S?, lo he visto;||;Yes, I have seen it
Nunca la he visto;||;I've never seen her
Nadie lo ha visto;||;No one has seen it
No le he visto;||;I have not seen him
Yo lo he visto;||;I have seen it
Si no te importa | Si no le importa;||;If you don't mind
A qui?n le importa?;||;Who cares?
Tengo que hablar contigo;||;I have to talk to you
Estoy de acuerdo contigo;||;I agree with you
S?lo quiero hablar contigo;||;I just want to talk to you
Tienes toda la raz?n | Tiene toda la raz?n;||;You are absolutely right
Creo que tienes raz?n;||;I think you're right
Creo que tiene raz?n;||;I think he is right
En eso tienes raz?n;||;In that you are right
Tienes raz?n, tienes raz?n;||;You're right, you're right
Sabes que tengo raz?n;||;You know I'm right
Una o dos veces;||;Once or twice
Quiero saber por qu?;||;I want to know why
Pero no lo hizo;||;But he didn't
Ella no lo hizo;||;She did not
Ven aqu?, ven aqu?;||;Come here, come here
Ven a ver esto;||;Come see this
Ven aqu? un momento;||;Come here a moment
Esto es muy serio;||;This is very serious
Se est? haciendo tarde;||;It's getting late
Es un poco tarde;||;It's a bit late
Tal vez m?s tarde;||;Maybe later
Se me hizo tarde;||;I was late
Ya es la hora;||;It is time
Est?s en lo cierto | Est? en lo cierto;||;You are correct
S?, eso es cierto;||;Yes, that is true
Eso es muy cierto;||;That is very true
Por amor de Dios;||;For God's sake
T? lo has dicho;||;You said so
Te lo he dicho;||;I've told you
Ya lo has dicho;||;You already said it
Ahora es demasiado tarde;||;Now it is too late
Se ve muy bien;||;It looks great
Se te ve bien;||;You look good
No se ve nada;||;Nothing can be seen
Ha pasado mucho tiempo;||;It's been a long time
Ha pasado un tiempo;||;It's been a while
Ha pasado tanto tiempo;||;It's been so long
Esa es mi chica;||;That's my girl
Es una buena chica;||;She is a good girl
Eres una buena chica;||;You are a good girl
Est?s por tu cuenta;||;You are on your own
Todav?a no lo s?;||;I still don't know
Lo haces muy bien;||;You do very well
Quiero salir de aqu?;||;I want to get out of here
S?, ya lo veo;||;Yes, I see
Te veo m?s tarde;||;See you later
Te veo esta noche;||;See you tonight
Eso ya lo veo;||;I can see that
Que te vaya bien;||;Good luck to you
Quiero que se vaya;||;I want him to go
Es lo que pens?;||;Is what I thought
Yo no lo sab?a;||;I didn't know
Todo est? bien, cari?o;||;Everything is fine, darling
Podr?a ser cualquier cosa;||;It could be anything
Lo digo en serio;||;I mean it
Porque yo lo digo;||;Because I say so
Porque lo digo yo;||;Because I said so
Te digo la verdad;||;I tell you the truth
Es lo que digo;||;Is what I say
Te lo digo yo;||;I'm telling you
Debo ir a casa;||;I must go home
No te debo nada;||;I don't owe you anything
Debo salir de aqu?;||;I have to get out of here
Es un buen chico;||;He's a good boy
Eres un buen chico;||;You're a good boy
Ese es mi chico;||;That's my boy
Estoy de tu lado;||;I'm on your side
Por el otro lado;||;On the other side
No pueden hacer eso;||;They can't do that
Es la primera vez;||;This is the first time
Es mi primera vez;||;It's my first time
No s? qu? pas?;||;I don't know what happened
Yo no lo hice;||;I didn't
Pero no lo hice;||;But I didn't
Lo hice por ti;||;I did it for you
Lo hice yo mismo;||;I did it myself
Quiz? s?, quiz? no;||;Maybe yes, maybe not
Bueno, eso es genial;||;Well that's great
Creo que es genial;||;I think he's great
Va a ser genial;||;It's going to be great
Por supuesto que no | Pues claro que no;||;Of course not
Por supuesto que s? | Pues claro que s?;||;Of course it is
Por supuesto, por supuesto;||;Of course, of course
S?, s?, por supuesto;||;Yes, yes, of course
Por supuesto que puedes;||;Of course you can
Muchas gracias a todos;||;Thank you all very much
Muchas gracias por todo;||;Thank you very much for everything
Quiero volver a casa;||;I want to go home
Fuera de mi camino;||;Out of my way
De que estas hablando?;||;What are you talking about?
De eso estoy hablando;||;That's what I'm talking about
Estoy hablando en serio;||;I'm serious
Es una buena historia;||;It's a good story
Cu?l es tu nombre? | Cu?l es su nombre?;||;What is your name?
S?, supongo que s?;||;Yes, I suppose so
Supongo que tienes raz?n;||;I guess you're right
Supongo que tiene raz?n;||;I suppose you are right
Dentro de una hora;||;In an hour
Te ves muy bien;||;You look very good
Eres una buena persona;||;You are a good person
Yo no lo entiendo;||;I don't understand
No va a pasar;||;It won't happen
Espero que as? sea;||;I hope so
Significa mucho para m?;||;It means a lot to me
S? lo que significa;||;I know what it means
Buena suerte con eso;||;Good luck with that
Buena suerte a todos;||;Good luck everyone
Estamos juntos en esto | Estamos en esto juntos;||;We are in this together
Estoy feliz por ti;||;I am happy for you
Pens? que te gustar?a;||;I thought you would like her
Sab?a que te gustar?a;||;I knew you'd like it
Muchas gracias por venir;||;Thank you very much for coming
Tienes que venir conmigo;||;You have to come with me
Ella es mi hija;||;She is my daughter
S? lo que vi;||;I know what I saw
Con todo mi coraz?n;||;With all my heart
Deja que se vaya;||;Let it go
T? mismo lo dijiste;||;You said it yourself
Eso es lo importante;||;That's the important thing
Esto es muy importante;||;This is very important
Dice que es importante;||;He says it is important
Es importante para m?;||;It is important to me
Eso es muy importante;||;That is very important
T? eres el jefe;||;You are the boss
Har? lo que sea;||;I'll do whatever it takes
Lo har? yo mismo | Lo har? yo misma;||;I'll do it myself
De acuerdo, lo har? | Muy bien, lo har?;||;All right, I will
Claro que lo har?;||;Of course I will
Creo que lo har?;||;I think I will
Sabes que lo har?;||;You know I will
Te lo har? saber | Se lo har? saber;||;I'll let you know
Lo har?, lo har?;||;I will, I will
Ella es mi esposa;||;She is my wife
Buenos d?as a todos;||;Good morning everyone
La semana que viene;||;Next week
No viene al caso;||;Not relevant
Ahora estamos a mano;||;We are now at hand
Es s?lo un ni?o;||;He is just a boy
Cuidado con la cabeza;||;Watch your head
Hay que tener cuidado;||;You have to be careful
Un poco m?s cerca;||;A little closer
Buenas noches a todos;||;Good evening everyone
Venga conmigo, por favor;||;Come with me, please
D?jame hablar con ?l;||;Let me talk to him
D?jame hablar a m?;||;Let me speak
D?jame hablar con ella;||;Let me talk to her
Por favor, d?jame ir;||;Please let me go
D?jame ver si entiendo;||;Let me see if I understand
Fin de la historia;||;End of story
Buen fin de semana;||;Good weekend
El fin del mundo;||;The end of the world
Ese es el punto;||;That's the point
Es un buen punto;||;This is a good point
Ese es mi punto;||;That is my point
Vas a llegar tarde;||;You are going to be late
Uno, dos, tres, cuatro | Un, dos, tres, cuatro;||;One, two, three, four
Ya voy para all?;||;I'm going there
Llama a la polic?a;||;Call the police
S? lo que hago;||;I know what I'm doing
Hago lo que puedo;||;I do what I can
Es lo que hago;||;It's what I do
Yo no hago eso;||;I don't do that
S?lo hago mi trabajo;||;I just do my job
Ya lo hago yo;||;I already do
Hago lo que quiero;||;I do what I want
Lo hiciste muy bien;||;You did very well
Pero no lo hiciste;||;But you didn't
Hiciste un buen trabajo;||;You did a good job
Mira lo que hiciste;||;Look what you did
S? lo que hiciste;||;I know what you did
S? que lo hiciste;||;I know you did
Si t? lo dices;||;If you say so
Entiendo lo que dices;||;I understand what you are saying
Siempre dices lo mismo;||;You always say the same thing
No s? qu? pensar;||;I don't know what to think
Lo voy a pensar;||;I'll think about it
Es la ?ltima vez;||;It is the last time
Har? lo que pueda;||;I'll do what I can
No creo que pueda;||;I don't think I can
Al igual que yo;||;Like me
Nunca vi nada igual;||;I never saw anything like it
Ya he tenido suficiente;||;I've had enough
Me voy a trabajar;||;I'm going to work
Debo ir a trabajar;||;I have to go to work
Es s?lo un juego;||;It's just a game
Esta es tu oportunidad;||;This is your chance
Es tu ?ltima oportunidad;||;This is your last chance
Es una gran oportunidad;||;It is a great opportunity
Vete a tu casa;||;Go home
Puedo vivir con eso;||;I can live with that
Har? todo lo posible;||;I will do my best
No lo s? exactamente;||;I don't know exactly
Ella es mi hermana;||;She is my sister
Estoy seguro de ello;||;I'm sure of it
Todos se han ido;||;They are all gone
Se han ido todos;||;They have all left
Ella se ha ido;||;She is gone
Te lo estoy diciendo;||;I'm telling you
Estoy diciendo la verdad;||;I am telling the truth
Lo siento;||;Sorry
Muy bien | Muy bueno;||;Very good
De acuerdo;||;Agreed
Por favor;||;Please
Buenas noches;||;Good evening
Por supuesto | Pues claro;||;Of course
As? es;||;That's right
Dios m?o;||;My God
Buenos d?as;||;Good morning
Estoy bien;||;I'm fine
Muchas gracias;||;Thank you very much
Eso es | Es eso | Ya est?;||;That's it
No puedo;||;I can't
Un momento;||;One moment
Ven aqu?;||;Come here
S?, claro;||;Yes, of course
Tienes raz?n;||;You're right
De nada;||;You're welcome
Ya veo;||;I see
Te amo;||;I love you
Te quiero;||;I love you
Es verdad;||;It's true
Lo har?;||;I will
Por aqu?;||;Over here
Es cierto;||;It's true
Nos vemos;||;See you
Buena suerte;||;Good luck
Soy yo;||;It's me
Hasta luego;||;See you later
En serio;||;Seriously
Mira esto;||;Look at this
Ah? est? | All? est?;||;There it is
Gracias, se?or;||;Thank you, sir
Aqu? est? | Aqu? es;||;Here it is
Oh, s?;||;Oh yeah
Ah, s?;||;Ah yes
No entiendo;||;I don't understand
Se acab?;||;It's over
Lo tengo;||;Got it
Me voy;||;I'm leaving
Aqu? tienes;||;Here you go
Qu? bien | Qu? bueno;||;Good
Tiene raz?n;||;He's right
Tal vez;||;Maybe
Oh, Dios;||;Oh my
S?, se?ora;||;Yes, ma'am
Buenas tardes;||;Good afternoon
Ten cuidado;||;Be careful
Me gusta;||;I like it
Con permiso;||;With permission
Yo no;||;Not me
Lo prometo;||;I promise
Aqu? vamos;||;Here we go
Lo entiendo | Ya entiendo;||;I understand
Buen trabajo;||;Good work
Debo irme;||;I must go
S?, gracias;||;Yes, thank you
Bien hecho;||;Well done
Ven conmigo;||;Come with me
De verdad;||;Really
Hola, cari?o;||;Hello, honey
Desde luego;||;Of course
Es incre?ble;||;It's incredible
Por Dios;||;By God
A?n no | Todav?a no | No todav?a;||;Not yet
Mucho gusto;||;Nice to meet you
Lo sab?a;||;I knew it
D?jame ver;||;Let me see
Eso espero;||;I hope so
Ven ac?;||;Come here
Un poco;||;A little
Bien, bien;||;Good, good
Buen d?a;||;Good morning
Ay, Dios;||;Oh, God
Mira eso;||;Look at that
Estoy aqu?;||;I'm here
Ya basta;||;Enough is enough
Eso creo;||;I think so
Yo s?;||;I do
Lo es | Lo est?;||;It is
No mucho;||;Not much
Es genial;||;It's great
T? tambi?n | Usted tambi?n;||;You too
Para nada;||;Not at all
En absoluto;||;Not at all
Feliz Navidad;||;Merry Christmas
Lo se | Ya se | Yo s?;||;I know
Es ?l;||;It's him
Ahora mismo | Ya mismo;||;Right now
Lo juro;||;I swear
Ahora no | No ahora;||;Not now
Qu?date aqu?;||;Stay here
De veras;||;Really
Espera, espera;||;Wait, wait
Ya no;||;Not anymore
Otra vez | De nuevo;||;Again
No creo;||;I don't think so
Me encantar?a;||;I would love to
Un segundo;||;One second
Dame eso;||;Give me that
Como quieras | Como quiera;||;As you wish
Es posible;||;It is possible
Es todo;||;It's all
Lo hice;||;I did
Con cuidado;||;With care
Est? aqu? | Es aqu?;||;It's here
Algo as?;||;Something like that
No quiero;||;I don't want to
Bien, gracias | Bueno, gracias;||;Well, thank you
S?, seguro;||;Yes, sure
Hola, pap?;||;Hello, Dad
No exactamente;||;Not exactly
Hasta ma?ana;||;Until tomorrow
Buen chico;||;Good boy
Estar? bien;||;I'll be fine
No se;||;I don't know
Hola, chicos;||;Hi guys
Un minuto;||;One minute
No puedes;||;You can't
Puede ser;||;It can be
Ten?as raz?n;||;You were right
All? vamos;||;Here we go
Es hermoso | Es preciosa;||;It's beautiful
Tengo hambre;||;I'm hungry
Todo bien;||;All good
Much?simas gracias;||;Thank you very much
Es importante;||;It is important
Es suficiente;||;It is enough
Est?s bien;||;You're fine
Date prisa;||;Hurry up
Trato hecho;||;Deal done
Lo sabes | Ya sabes | T? sabes;||;You know
Lo intentar?;||;I'll try
Nada m?s;||;Nothing more
Estoy seguro;||;I'm sure
A ver;||;Let's see
Ahora vuelvo;||;Now I'm coming back
Estamos bien;||;We are good
Ni hablar;||;Not to mention
Ya veremos;||;We'll see
Feliz cumplea?os;||;Happy birthday
Es bueno | Est? bueno;||;It's good
Es tarde;||;It's late
Como sea;||;Whatever
Eso parece;||;It seems so
Suena bien;||;Sounds good
Toma esto;||;Take this
Pues s?;||;Well yes
Oh, gracias;||;Oh, thank you
Espera aqu?;||;Wait here
Estar? bien;||;It will be fine
Te tengo;||;I have you
Esta noche;||;Tonight
Bueno, s?;||;Well, yes
Ah? tienes | Ah? tiene;||;There you go
Demasiado tarde;||;Too late
Estar?s bien;||;You'll be fine
Qu? pasa?;||;What's up?
Debemos irnos;||;We must go
Aqu? estamos;||;Here we are
A veces;||;Sometimes
Por nada;||;For nothing
Es perfecto;||;It's perfect
Estoy listo | Estoy lista;||;I'm ready
Es maravilloso;||;It's wonderful
Es precioso;||;It's beautiful
Un placer;||;A pleasure
Oh, vamos;||;Oh come on
Por ah? | Por all?;||;Over there
Bueno, bueno | Bueno, bien;||;Well, well
Aqu? viene | Ah? viene;||;Here it comes
Eres t? | Es usted;||;It's you
Lo estoy | Lo soy;||;I am
Muy bonito;||;Very nice
Ya ver?s;||;You'll see
Es fant?stico;||;It's fantastic
Llegas tarde;||;You're late
Si, si;||;Yes, yes
Mucho mejor;||;Much better
La tengo;||;I have it
Gracias, gracias;||;Thank you, thank you
Vamos all?;||;Let's go
Te necesito;||;I need you
